elm_loc_name,elm_uknom,elm_cpArea,msc_powermodels_index,res_u_pu,res_phi_rad,elm_desc,grf_rCenterX,grf_rCenterY,grf_rSizeX,grf_sSymNam
bus_1054,22.0,NSW,52,1.0265702099148346,0.404314331621929,PowerModels index: 52,19197.5,15706.25,1.0,TermStrip
bus_1055,22.0,NSW,53,1.0272722590769332,0.40270602791648974,PowerModels index: 53,18939.375,15758.75,1.0,TermStrip
bus_1056,11.0,NSW,54,1.0153875285431972,0.2821984596023293,PowerModels index: 54,22124.375,21323.75,1.0,TermStrip
bus_1058,21.0,NSW,56,0.9880100000003142,0.06631805155314112,PowerModels index: 56,23056.25,25331.25,1.0,TermStrip
bus_1059,11.5,VIC,57,1.0150199999980112,0.463481677858236,PowerModels index: 57,27479.375,21223.125,0.6666666666666666,TermStrip
bus_1060,11.5,VIC,58,0.9449199999981235,0.5623708378307022,PowerModels index: 58,27470.625,21083.125,0.6666666666666666,TermStrip
bus_1061,132.0,NSW,59,1.0134422166415877,0.32607762564511544,PowerModels index: 59,22041.25,22124.375,1.3333333333333333,TermStrip
bus_1062,12.0,NSW,60,1.0441291959448833,0.24631272907665913,PowerModels index: 60,20890.625,22741.25,1.0,TermStrip
bus_1066,330.0,NSW,61,1.0270000000013784,-0.19837349590948952,PowerModels index: 61,20768.125,30633.75,2.3333333333333335,TermStrip
bus_1067,11.0,VIC,62,0.9160899999978572,0.3846932038853946,PowerModels index: 62,25501.875,18821.25,0.6666666666666666,TermStrip
bus_1068,11.0,NSW,63,1.0414899999976572,0.39727424291435953,PowerModels index: 63,22995.0,18781.875,0.6666666666666666,TermStrip
bus_1069,15.75,NSW,64,1.0629799999980032,0.62525403250199,PowerModels index: 64,21271.25,20413.75,0.6666666666666666,TermStrip
bus_1070,15.75,NSW,65,1.0575999999980057,0.6285221178024156,PowerModels index: 65,21507.5,20330.625,0.6666666666666666,TermStrip
bus_1071,15.75,NSW,66,1.063539999998005,0.6283782845396302,PowerModels index: 66,21275.625,20531.875,0.6666666666666666,TermStrip
bus_1072,15.75,NSW,67,1.0626299999980076,0.6308223753375204,PowerModels index: 67,21376.25,20356.875,0.6666666666666666,TermStrip
bus_1074,12.5,NSW,69,0.9635399999983624,0.39454966394818236,PowerModels index: 69,24005.625,22588.125,1.0,TermStrip
bus_1075,12.5,NSW,70,0.9702499999983616,0.40127387184690827,PowerModels index: 70,24163.125,22701.875,1.0,TermStrip
bus_1078,12.5,NSW,73,1.00306999999828,0.4073132843577202,PowerModels index: 73,24180.625,22793.75,1.3333333333333333,TermStrip
bus_1079,12.5,NSW,74,1.0127499999982816,0.40966734138125654,PowerModels index: 74,24145.625,22513.75,1.0,TermStrip
bus_1080,12.5,NSW,75,1.0241899999982815,0.4117359976869514,PowerModels index: 75,24075.625,22452.5,1.0,TermStrip
bus_1081,23.0,NSW,76,1.0188500000008487,0.01944504908803303,PowerModels index: 76,21240.625,32458.125,1.3333333333333333,TermStrip
bus_1082,23.0,NSW,77,1.0095500000008435,0.021724369965339278,PowerModels index: 77,21336.875,32396.875,1.3333333333333333,TermStrip
bus_1083,66.0,NSW,78,1.02542788041576,0.3107008231603632,PowerModels index: 78,22124.375,21879.375,1.0,TermStrip
bus_1084,11.0,NSW,79,1.0445900000015635,-0.23973708491125498,PowerModels index: 79,14752.5,31368.75,1.0,TermStrip
bus_1085,11.0,NSW,80,1.042060000001548,-0.2328811607493434,PowerModels index: 80,14686.875,31202.5,1.0,TermStrip
bus_1090,500.0,NSW,85,1.0412966199698233,-0.04626169988469212,PowerModels index: 85,20921.25,31443.125,1.0,TermStrip
bus_1091,330.0,NSW,86,1.019293048648907,-0.07466115239629383,PowerModels index: 86,21118.125,32370.625,1.3333333333333333,TermStrip
bus_1092,500.0,NSW,87,1.047427455654175,-0.10628332604234933,PowerModels index: 87,20873.125,30349.375,1.0,TermStrip
bus_1093,330.0,NSW,88,1.0448957447412697,-0.15532580958990627,PowerModels index: 88,20873.125,29421.875,1.3333333333333333,TermStrip
bus_1096,330.0,NSW,91,1.0258919100438,-0.07520342274515959,PowerModels index: 91,21437.5,27177.5,1.0,TermStrip
bus_1097,500.0,NSW,92,1.0476213533300094,0.013515102713710116,PowerModels index: 92,21249.375,28756.875,1.6666666666666667,TermStrip
bus_1098,330.0,NSW,93,1.0288334040629687,0.006957619179526852,PowerModels index: 93,21376.25,27934.375,1.0,TermStrip
bus_1099,500.0,NSW,94,1.0555223434888397,0.12139945467513007,PowerModels index: 94,21406.875,30835.0,1.3333333333333333,TermStrip
bus_1100,330.0,NSW,95,1.034813928084693,0.11536898198512549,PowerModels index: 95,21778.75,31933.125,1.6666666666666667,TermStrip
bus_1102,330.0,NSW,97,1.0217327030733752,0.14766318989690996,PowerModels index: 97,23940.0,24622.5,1.3333333333333333,TermStrip
bus_1103,330.0,NSW,98,1.0124518368931967,0.20421027377830536,PowerModels index: 98,24123.75,23493.75,1.6666666666666667,TermStrip
bus_1104,330.0,NSW,99,1.0696118248711037,0.19380964560251981,PowerModels index: 99,25445.0,39003.125,0.6666666666666666,TermStrip
bus_1105,330.0,NSW,100,1.024377374929828,-0.07003027459925326,PowerModels index: 100,22106.875,26731.25,1.3333333333333333,TermStrip
bus_1106,330.0,NSW,101,1.0688982286764925,0.36355082571163816,PowerModels index: 101,22010.625,19910.625,1.3333333333333333,TermStrip
bus_1107,330.0,NSW,102,1.0362767131245694,-0.20727379167785662,PowerModels index: 102,18007.5,29225.0,1.0,TermStrip
bus_1108,132.0,NSW,103,1.0489657900475857,0.23794406454706774,PowerModels index: 103,28411.25,22246.875,1.0,TermStrip
bus_1109,330.0,NSW,104,1.0531521422773407,0.4465474655678393,PowerModels index: 104,22448.125,39886.875,1.3333333333333333,TermStrip
bus_1110,330.0,NSW,105,1.0512885777753689,-0.25915145184042515,PowerModels index: 105,22767.5,27418.125,0.6666666666666666,TermStrip
bus_1111,330.0,NSW,106,1.036875728215395,-0.20517216174319036,PowerModels index: 106,18795.0,30161.25,1.0,TermStrip
bus_1112,330.0,NSW,107,1.031637882918312,-0.17678886596509696,PowerModels index: 107,21275.625,28564.375,0.6666666666666666,TermStrip
bus_1113,330.0,NSW,108,1.041741295716282,0.3848836680891906,PowerModels index: 108,23323.125,20195.0,1.0,TermStrip
bus_1114,330.0,NSW,109,1.0226182481800357,-6.887524376633373e-5,PowerModels index: 109,23187.5,25655.0,1.6666666666666667,TermStrip
bus_1115,330.0,NSW,110,1.0321576277803532,0.11555029025794107,PowerModels index: 110,22876.875,34160.0,2.6666666666666665,TermStrip
bus_1116,330.0,NSW,111,1.047584860016429,0.1799789553813472,PowerModels index: 111,26477.5,39510.625,1.0,TermStrip
bus_1117,330.0,NSW,112,1.032314710127017,-0.20534180606669294,PowerModels index: 112,21140.0,29343.125,1.0,TermStrip
bus_1118,330.0,NSW,113,1.025964178568837,0.389103365988397,PowerModels index: 113,23485.0,22413.125,2.0,TermStrip
bus_1119,330.0,NSW,114,1.0263938121238003,0.008250150740918146,PowerModels index: 114,21787.5,26096.875,1.0,TermStrip
bus_1120,330.0,NSW,115,1.0357975972550688,-0.14392842423349628,PowerModels index: 115,20825.0,28380.625,1.0,TermStrip
bus_1121,500.0,NSW,116,1.0552983174432637,0.021266941698802683,PowerModels index: 116,20925.625,29715.0,1.3333333333333333,TermStrip
bus_1123,330.0,NSW,117,1.0381355586787646,-0.01782469454678182,PowerModels index: 117,20221.25,29194.375,1.3333333333333333,TermStrip
bus_1124,330.0,NSW,118,1.0248202446432104,-0.11216894351602069,PowerModels index: 118,20846.875,31565.625,2.0,TermStrip
bus_1125,330.0,NSW,119,1.0224948226475856,0.08689053023597863,PowerModels index: 119,22076.25,25996.25,1.0,TermStrip
bus_1126,330.0,NSW,120,1.0307221646647158,0.11491357192741458,PowerModels index: 120,23638.125,35170.625,0.6666666666666666,TermStrip
bus_1127,132.0,NSW,121,1.0457788243688528,-0.33970912806169123,PowerModels index: 121,19691.875,26705.0,0.6666666666666666,TermStrip
bus_1128,132.0,NSW,122,1.045682106346644,-0.33863515794281734,PowerModels index: 122,19530.0,26831.875,0.6666666666666666,TermStrip
bus_1129,132.0,NSW,123,1.0467036818024364,-0.3347373112635718,PowerModels index: 123,21140.0,27711.25,1.0,TermStrip
bus_1130,132.0,NSW,124,1.0469133881908312,-0.33804073083912456,PowerModels index: 124,21008.75,27566.875,0.6666666666666666,TermStrip
bus_1132,330.0,NSW,126,1.010927308377204,-0.09182203155838398,PowerModels index: 126,21721.875,33569.375,2.0,TermStrip
bus_1133,330.0,NSW,127,1.0298510962601373,-0.1769336414928621,PowerModels index: 127,21402.5,31062.5,1.0,TermStrip
bus_1134,330.0,NSW,128,1.0414933852248218,-0.2364907832145593,PowerModels index: 128,19573.75,31045.0,0.6666666666666666,TermStrip
bus_1136,132.0,VIC,129,1.0147465714050727,0.4640594905758883,PowerModels index: 129,27103.125,21275.625,1.3333333333333333,TermStrip
bus_1137,132.0,NSW,130,1.0431480182213402,0.18440913532053455,PowerModels index: 130,29172.5,21358.75,0.6666666666666666,TermStrip
bus_1138,330.0,NSW,131,1.0399968300576956,-0.21789322859105462,PowerModels index: 131,20409.375,30603.125,1.3333333333333333,TermStrip
bus_1139,132.0,NSW,132,1.0285958942025917,0.3240000833374543,PowerModels index: 132,22356.25,19600.0,0.6666666666666666,TermStrip
bus_1140,330.0,NSW,133,1.034771480601476,-0.19531252508925406,PowerModels index: 133,21420.0,28170.625,2.0,TermStrip
bus_1142,330.0,NSW,135,1.0590800372762637,0.37621249162676695,PowerModels index: 135,23699.375,39685.625,0.6666666666666666,TermStrip
bus_1145,330.0,NSW,138,1.0544860414788229,0.18075373882388548,PowerModels index: 138,23760.625,36211.875,1.3333333333333333,TermStrip
bus_1146,330.0,NSW,139,1.0047895627659134,-0.10676543317061947,PowerModels index: 139,22426.25,34396.25,2.0,TermStrip
bus_1147,330.0,NSW,140,1.0222163923104999,-0.16676036153865828,PowerModels index: 140,20068.125,31609.375,1.0,TermStrip
bus_1148,330.0,NSW,141,1.0189536952058418,0.3510234318076331,PowerModels index: 141,23786.875,22706.25,2.0,TermStrip
bus_1149,330.0,NSW,142,1.0250777860011466,-0.09579894232913093,PowerModels index: 142,20951.875,32208.75,2.0,TermStrip
bus_1150,330.0,NSW,143,1.0280674964539103,-0.2021152746539492,PowerModels index: 143,20615.0,31526.25,0.6666666666666666,TermStrip
bus_1151,330.0,NSW,144,1.052733411552958,0.3944003535864445,PowerModels index: 144,22741.25,21056.875,1.0,TermStrip
bus_1152,330.0,NSW,145,1.0367940432829892,-0.029939614091640247,PowerModels index: 145,20768.125,28717.5,1.0,TermStrip
bus_1153,330.0,NSW,146,1.0062080935474937,-0.10308232687448254,PowerModels index: 146,22159.375,34037.5,0.6666666666666666,TermStrip
bus_1154,330.0,NSW,147,1.0067568315654,0.1867269798644572,PowerModels index: 147,25458.125,23156.875,0.6666666666666666,TermStrip
bus_1155,330.0,NSW,148,1.0284116779724406,-0.03516805377660527,PowerModels index: 148,19407.5,28783.125,1.0,TermStrip
bus_1156,500.0,NSW,149,1.0597865293552977,0.058594218559021916,PowerModels index: 149,20781.25,30117.5,1.0,TermStrip
bus_1157,330.0,NSW,150,1.0521324527610978,0.036118985279884615,PowerModels index: 150,20063.75,29491.875,0.6666666666666666,TermStrip
bus_1158,330.0,NSW,151,1.0153189531149125,0.16864256660164564,PowerModels index: 151,22767.5,24154.375,2.0,TermStrip
bus_1159,132.0,NSW,152,1.0258323578063713,0.2246290055132944,PowerModels index: 152,25773.125,38858.75,2.0,TermStrip
bus_1161,33.0,NSW,154,0.9662250489235306,0.008878762767255643,PowerModels index: 154,21389.375,28367.5,0.6666666666666666,TermStrip
bus_1163,132.0,NSW,156,1.0519506457673893,-0.32182435345757016,PowerModels index: 156,23743.125,26871.25,2.3333333333333335,TermStrip
bus_1164,132.0,NSW,157,1.0540592497775523,0.13042899679500272,PowerModels index: 157,26363.75,39248.125,1.3333333333333333,TermStrip
bus_1166,132.0,NSW,159,1.0232384724272956,-0.0863137059460415,PowerModels index: 159,22491.875,26040.0,1.6666666666666667,TermStrip
bus_1167,220.0,NSW,160,1.0263186936575068,0.3648242415841301,PowerModels index: 160,21490.0,18939.375,1.0,TermStrip
bus_1168,132.0,NSW,161,1.0824015001190455,0.3494775551076236,PowerModels index: 161,21678.125,20098.75,2.0,TermStrip
bus_1169,132.0,NSW,162,1.0508568323147438,-0.32183069061820213,PowerModels index: 162,23349.375,26945.625,3.0,TermStrip
bus_1172,132.0,NSW,165,1.046582155804884,0.3649062611027728,PowerModels index: 165,22938.125,19985.0,0.6666666666666666,TermStrip
bus_1173,132.0,NSW,166,1.0040699999992804,0.17215068640919914,PowerModels index: 166,27860.0,40267.5,2.0,TermStrip
bus_1177,132.0,NSW,170,1.0281270696248392,-0.01024398901574605,PowerModels index: 170,20960.625,25326.875,1.6666666666666667,TermStrip
bus_1178,132.0,NSW,171,1.0365646198609182,-0.23437262423541916,PowerModels index: 171,20090.0,28962.5,1.0,TermStrip
bus_1179,132.0,NSW,172,1.0781271737794142,-0.07044776024962798,PowerModels index: 172,19538.75,28958.125,1.3333333333333333,TermStrip
bus_1181,33.0,NSW,174,0.9978099999996237,0.1079764680896596,PowerModels index: 174,22260.0,25506.25,1.0,TermStrip
bus_1182,132.0,NSW,175,1.053454900653084,0.07428650374063603,PowerModels index: 175,24517.5,35411.25,1.0,TermStrip
bus_1183,132.0,NSW,176,1.0544186483825417,-0.1596304173682301,PowerModels index: 176,21385.0,34886.25,2.3333333333333335,TermStrip
bus_1184,132.0,NSW,177,1.019095661508403,-0.21765540645217613,PowerModels index: 177,22023.75,30848.125,1.3333333333333333,TermStrip
bus_1185,132.0,NSW,178,1.0228567733458054,-0.28992170034431564,PowerModels index: 178,18838.75,31530.625,1.3333333333333333,TermStrip
bus_1186,132.0,NSW,179,1.0343018150577576,-0.28649985087072877,PowerModels index: 179,20278.125,28993.125,2.0,TermStrip
bus_1189,132.0,NSW,182,1.0352964786379244,-0.26405197796433605,PowerModels index: 182,21000.0,27256.25,2.6666666666666665,TermStrip
bus_1190,132.0,NSW,183,1.0442400764898743,-0.2781504861352073,PowerModels index: 183,20111.875,31145.625,1.3333333333333333,TermStrip
bus_1191,132.0,NSW,184,1.0436910880563068,-0.2745930892566719,PowerModels index: 184,19166.875,30905.0,1.6666666666666667,TermStrip
bus_1192,132.0,NSW,185,1.0283391919849387,0.14192879006670864,PowerModels index: 185,24911.25,36684.375,1.0,TermStrip
bus_1193,132.0,NSW,186,1.0624417900467933,-0.1440168106473148,PowerModels index: 186,22955.625,35389.375,1.3333333333333333,TermStrip
bus_1195,132.0,NSW,188,1.0435518438562257,-0.20484029193859268,PowerModels index: 188,19324.375,32536.875,1.0,TermStrip
bus_1196,132.0,NSW,189,1.054876457159596,-0.15146716413725125,PowerModels index: 189,20343.75,32895.625,1.0,TermStrip
bus_1198,132.0,NSW,191,1.0375730896435036,-0.2704892109423151,PowerModels index: 191,20107.5,32130.0,1.3333333333333333,TermStrip
bus_1199,132.0,NSW,192,1.053493328624043,0.4192284899462899,PowerModels index: 192,21927.5,21319.375,2.0,TermStrip
bus_1200,132.0,NSW,193,1.076083939105193,-0.07647485849875128,PowerModels index: 193,20107.5,28984.375,2.0,TermStrip
bus_1201,132.0,NSW,194,1.049605311312625,-0.11922641977469958,PowerModels index: 194,22404.375,34238.75,1.0,TermStrip
bus_1203,132.0,NSW,196,1.044977491001384,-0.17187369688122614,PowerModels index: 196,21236.25,35525.0,1.3333333333333333,TermStrip
bus_1204,132.0,NSW,197,1.0286022926971743,0.16028235555260545,PowerModels index: 197,26761.875,22824.375,1.0,TermStrip
bus_1205,132.0,NSW,198,1.050322532483244,-0.086648354732841,PowerModels index: 198,18414.375,27960.625,1.3333333333333333,TermStrip
bus_1206,132.0,NSW,199,1.0399560701958817,0.19342631905183635,PowerModels index: 199,21590.625,23410.625,4.666666666666667,TermStrip
bus_1207,132.0,NSW,200,1.046546565943881,-0.154343064938677,PowerModels index: 200,23603.125,36028.125,1.0,TermStrip
bus_1208,132.0,NSW,201,1.043067098655384,0.2011079989177402,PowerModels index: 201,28288.75,22343.125,1.0,TermStrip
bus_1209,66.0,NSW,202,1.0458618820133856,0.17021712082587845,PowerModels index: 202,28638.75,22316.875,1.0,TermStrip
bus_1211,220.0,NSW,204,1.049850634187275,0.3684251928165029,PowerModels index: 204,20851.25,17788.75,1.0,TermStrip
bus_1212,132.0,NSW,205,1.0463731553350188,-0.33311336754485926,PowerModels index: 205,20903.75,26521.25,1.0,TermStrip
bus_1215,132.0,NSW,208,1.0341230613104333,-0.2812299367748633,PowerModels index: 208,21630.0,27321.875,1.0,TermStrip
bus_1217,220.0,NSW,210,1.039497299733625,0.3610745402532158,PowerModels index: 210,19691.875,16358.125,1.3333333333333333,TermStrip
bus_1218,110.0,QLD,211,1.037559999998999,0.23021419981816416,PowerModels index: 211,12613.125,38666.25,1.0,TermStrip
bus_1219,132.0,NSW,212,1.0518313348879076,-0.3163080309443766,PowerModels index: 212,23581.25,26521.25,1.0,TermStrip
bus_1221,132.0,NSW,214,1.0519563718753107,-0.3218315636362763,PowerModels index: 214,23209.375,27278.125,2.3333333333333335,TermStrip
bus_1222,220.0,NSW,215,1.0293992094601976,0.38059803794641967,PowerModels index: 215,20243.125,16620.625,1.3333333333333333,TermStrip
bus_1223,132.0,NSW,216,1.0285329399192638,-0.1495615891991313,PowerModels index: 216,16690.625,27991.25,1.3333333333333333,TermStrip
bus_1224,132.0,NSW,217,1.0361221281021893,-0.2531026365005307,PowerModels index: 217,20050.625,29907.5,1.3333333333333333,TermStrip
bus_1225,132.0,NSW,218,1.051543035503309,0.27953620273567575,PowerModels index: 218,29461.25,21958.125,0.6666666666666666,TermStrip
bus_1226,132.0,NSW,219,1.0199411472877478,0.07588639695586105,PowerModels index: 219,26005.0,36999.375,1.0,TermStrip
bus_1228,132.0,NSW,221,1.0294452597776704,-0.14761056556540933,PowerModels index: 221,16839.375,27969.375,1.6666666666666667,TermStrip
bus_1229,132.0,NSW,222,1.043676916824275,0.37643101803813,PowerModels index: 222,22268.75,20737.5,1.0,TermStrip
bus_1230,132.0,NSW,223,1.0368372545868585,-0.255078479022247,PowerModels index: 223,18878.125,30078.125,1.0,TermStrip
bus_1232,132.0,NSW,225,1.0383563155346258,-0.2811942135925754,PowerModels index: 225,22596.875,26871.25,1.0,TermStrip
bus_1234,132.0,NSW,227,1.032454552918072,-0.27473655770520805,PowerModels index: 227,17941.875,30948.75,2.0,TermStrip
bus_1236,132.0,NSW,229,1.036486404535581,-0.25462885817848024,PowerModels index: 229,20619.375,29824.375,0.6666666666666666,TermStrip
bus_1237,132.0,NSW,230,1.0158374083044128,0.13459520676766984,PowerModels index: 230,27028.75,23388.75,1.0,TermStrip
bus_1238,132.0,VIC,231,1.012614550917709,0.4502341889425274,PowerModels index: 231,26245.625,21205.625,1.3333333333333333,TermStrip
bus_1239,132.0,NSW,232,1.0485742073906448,-0.16589574949970104,PowerModels index: 232,19460.0,34816.25,0.6666666666666666,TermStrip
bus_1240,132.0,NSW,233,1.0262378425565954,-0.2656109997321349,PowerModels index: 233,19433.75,27321.875,1.3333333333333333,TermStrip
bus_1241,132.0,NSW,234,1.0496382631430727,-0.16410871375547695,PowerModels index: 234,19766.25,33534.375,1.3333333333333333,TermStrip
bus_1243,132.0,NSW,236,1.0466350239931759,-0.33469052124985577,PowerModels index: 236,20676.25,27597.5,0.6666666666666666,TermStrip
bus_1244,132.0,NSW,237,1.0459112514508628,-0.3387754179691349,PowerModels index: 237,19906.25,27068.125,1.0,TermStrip
bus_1246,132.0,NSW,239,1.045877786552941,-0.33770761872470834,PowerModels index: 239,19805.625,27146.875,1.0,TermStrip
bus_1247,132.0,NSW,240,1.0400720111894741,0.34788634640332067,PowerModels index: 240,22732.5,19670.0,1.6666666666666667,TermStrip
bus_1249,132.0,NSW,242,1.0411175489529532,0.3531202499116384,PowerModels index: 242,22601.25,20177.5,1.3333333333333333,TermStrip
bus_1252,132.0,NSW,245,1.0354027519034812,-0.2569476867826208,PowerModels index: 245,21625.625,29855.0,1.6666666666666667,TermStrip
bus_1254,132.0,NSW,247,1.030112326633225,-0.27826835721323073,PowerModels index: 247,20741.875,26652.5,0.6666666666666666,TermStrip
bus_1255,132.0,NSW,248,1.0182241194349204,0.14336640474983095,PowerModels index: 248,26446.875,23471.875,1.6666666666666667,TermStrip
bus_1256,132.0,NSW,249,1.0214479622648651,0.07459357859425113,PowerModels index: 249,26171.25,37165.625,1.0,TermStrip
bus_1257,132.0,NSW,250,1.0518960717009327,-0.1632643366064907,PowerModels index: 250,20995.625,35118.125,1.3333333333333333,TermStrip
bus_1258,132.0,NSW,251,1.023523274585203,-0.264370777243588,PowerModels index: 251,18388.125,27238.75,0.6666666666666666,TermStrip
bus_1259,132.0,NSW,252,1.022223159274409,-0.2635185693582972,PowerModels index: 252,17080.0,26989.375,0.6666666666666666,TermStrip
bus_1260,132.0,NSW,253,1.031292661911853,-0.31309747426416074,PowerModels index: 253,19368.125,32340.0,1.3333333333333333,TermStrip
bus_1261,132.0,NSW,254,1.0303493024148735,-0.308551774405081,PowerModels index: 254,19210.625,32851.875,1.0,TermStrip
bus_1262,132.0,NSW,255,1.0544496735296842,-0.15701616081718883,PowerModels index: 255,22133.125,35240.625,1.0,TermStrip
bus_1263,132.0,NSW,256,1.045947803572013,-0.14360461141710715,PowerModels index: 256,18186.875,28341.25,0.6666666666666666,TermStrip
bus_1264,132.0,NSW,257,1.0348753672946296,-0.2885932329520835,PowerModels index: 257,19853.75,31259.375,1.0,TermStrip
bus_1265,132.0,NSW,258,1.034586090570881,-0.3074791574612807,PowerModels index: 258,21231.875,33525.625,1.3333333333333333,TermStrip
