elm_loc_name,con_bus1,elm_plini,elm_qlini,elm_outserv,msc_powermodels_index,elm_desc,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_rX,gco_rY
load_P_1189_2,bus_1264,50.2121305000638,26.702488916025104,0,102,PowerModels index: 102,19853.75,31241.875,d_load,"[19853.75, 19853.75]","[31241.875, 31259.375]"
load_P_1190_1,bus_1265,105.3566766039782,18.70718905585384,0,103,PowerModels index: 103,21236.25,33508.125,d_load,"[21236.25, 21236.25]","[33508.125, 33525.625]"
load_P_1191_2,bus_1284,203.8759457735352,25.62248387012746,0,104,PowerModels index: 104,19088.125,32523.75,d_load,"[19088.125, 19088.125]","[32523.75, 32541.25]"
load_P_1192_1,bus_1288,43.9363375970336,14.543146439644552,0,105,PowerModels index: 105,27260.625,23261.875,d_load,"[27260.625, 27260.625]","[23261.875, 23279.375]"
load_P_1192_2,bus_1289,306.330305398143,87.86621696319722,0,106,PowerModels index: 106,22041.25,27024.375,d_load,"[22041.25, 22041.25]","[27024.375, 27041.875]"
load_P_1195_1,bus_1292,4.885595035588369,-2.2717689439412205,0,107,PowerModels index: 107,21581.875,19735.625,d_load,"[21581.875, 21581.875]","[19735.625, 19753.125]"
load_P_1195_2,bus_1293,1.2093977393467001,-1.7519469725377903,0,108,PowerModels index: 108,27759.375,22378.125,d_load,"[27759.375, 27759.375]","[22378.125, 22395.625]"
load_P_1196_7,bus_1294,40.13490334377231,12.28737227329099,0,109,PowerModels index: 109,27081.25,23454.375,d_load,"[27081.25, 27081.25]","[23454.375, 23471.875]"
load_P_1200_1,bus_1299,3.9421924761706,1.0870810351701,0,110,PowerModels index: 110,29312.5,41111.875,d_load,"[29312.5, 29312.5]","[41111.875, 41129.375]"
load_P_1201_2,bus_1301,70.1030697944441,-6.366211994015471,0,111,PowerModels index: 111,20781.25,25007.5,d_load,"[20781.25, 20781.25]","[25007.5, 25025.0]"
load_P_1201_3,bus_1305,56.5302091811327,23.0592977447903,0,112,PowerModels index: 112,21538.125,27234.375,d_load,"[21538.125, 21538.125]","[27234.375, 27251.875]"
load_P_1203_1,bus_1306,146.83071120016248,51.38690391258993,0,113,PowerModels index: 113,27046.25,23012.5,d_load,"[27046.25, 27046.25]","[23012.5, 23030.0]"
load_P_1209_1,bus_1307,45.9193398580251,15.506659145859073,0,114,PowerModels index: 114,26110.0,23463.125,d_load,"[26110.0, 26110.0]","[23463.125, 23480.625]"
load_P_1209_2,bus_1309,0.40424863899592306,4.447667801138801,0,115,PowerModels index: 115,21367.5,26158.125,d_load,"[21367.5, 21367.5]","[26158.125, 26175.625]"
load_P_1209_3,bus_1314,39.05865040459787,10.939024256846311,0,116,PowerModels index: 116,20912.5,24963.75,d_load,"[20912.5, 20912.5]","[24963.75, 24981.25]"
load_P_1209_4,bus_1318,74.9001360262951,14.14708719836361,0,117,PowerModels index: 117,20733.125,19158.125,d_load,"[20733.125, 20733.125]","[19158.125, 19175.625]"
load_P_1210_1,bus_1320,2.129260653318655,-0.9918092056268359,0,118,PowerModels index: 118,22207.5,27426.875,d_load,"[22207.5, 22207.5]","[27426.875, 27444.375]"
load_P_1210_2,bus_1321,25.0610410354145,7.496888011842179,0,119,PowerModels index: 119,16515.625,30966.25,d_load,"[16515.625, 16515.625]","[30966.25, 30983.75]"
load_P_1214_1,bus_1330,40.0287122888974,22.0998052462132,0,120,PowerModels index: 120,23581.25,27265.0,d_load,"[23581.25, 23581.25]","[27265.0, 27282.5]"
load_P_1214_2,bus_1338,42.58913924256489,15.75749119205894,0,121,PowerModels index: 121,21249.375,26963.125,d_load,"[21249.375, 21249.375]","[26963.125, 26980.625]"
load_P_1214_3,bus_1341,26.454673812920205,1.9926384834664899,0,122,PowerModels index: 122,19083.75,33201.875,d_load,"[19083.75, 19083.75]","[33201.875, 33219.375]"
load_P_1216_1,bus_1343,27.067598492527402,8.24960723633594,0,123,PowerModels index: 123,24281.25,27641.25,d_load,"[24281.25, 24281.25]","[27641.25, 27658.75]"
load_P_1217_1,bus_1344,20.8905655667963,6.688585404326621,0,124,PowerModels index: 124,24320.625,27326.25,d_load,"[24320.625, 24320.625]","[27326.25, 27343.75]"
load_P_1220_1,bus_1345,11.543637485840819,2.373683428891138,0,125,PowerModels index: 125,20903.75,29566.25,d_load,"[20903.75, 20903.75]","[29566.25, 29583.75]"
load_P_1220_2,bus_1349,19.157369922016944,5.23623543561995,0,126,PowerModels index: 126,24333.75,27098.75,d_load,"[24333.75, 24333.75]","[27098.75, 27116.25]"
load_P_1220_3,bus_1350,24.1752477316572,11.13387104953448,0,127,PowerModels index: 127,25169.375,26919.375,d_load,"[25169.375, 25169.375]","[26919.375, 26936.875]"
load_P_1223_1,bus_1354,47.724204605875,10.319712196929611,0,128,PowerModels index: 128,16143.75,30870.0,d_load,"[16143.75, 16143.75]","[30870.0, 30887.5]"
load_P_1226_1,bus_1356,7.245990201796166,-0.08933750127698303,0,129,PowerModels index: 129,23336.25,35700.0,d_load,"[23336.25, 23336.25]","[35700.0, 35717.5]"
load_P_1226_2,bus_1357,21.3296455351594,2.4644022689636795,0,130,PowerModels index: 130,13103.125,37909.375,d_load,"[13103.125, 13103.125]","[37909.375, 37926.875]"
load_P_1228_1,bus_1358,13.1037097620226,8.37518649364309,0,131,PowerModels index: 131,30393.125,41750.625,d_load,"[30393.125, 30393.125]","[41750.625, 41768.125]"
load_P_1229_1,bus_1360,2.6718542840043105,3.5069041630016597,0,132,PowerModels index: 132,31171.875,41995.625,d_load,"[31171.875, 31171.875]","[41995.625, 42013.125]"
load_P_1230_1,bus_1361,39.39753656634649,-0.0852219480829313,0,133,PowerModels index: 133,27365.625,22754.375,d_load,"[27365.625, 27365.625]","[22754.375, 22771.875]"
load_P_1232_1,bus_1364,23.327797598638426,7.2734041226163,0,134,PowerModels index: 134,22115.625,36811.25,d_load,"[22115.625, 22115.625]","[36811.25, 36828.75]"
load_P_1232_2,bus_1369,183.63824041281353,40.98910149670978,0,135,PowerModels index: 135,15728.125,31171.875,d_load,"[15728.125, 15728.125]","[31171.875, 31189.375]"
load_P_1236_1,bus_1371,39.134712248537596,16.9439584413141,0,136,PowerModels index: 136,20794.375,26871.25,d_load,"[20794.375, 20794.375]","[26871.25, 26888.75]"
load_P_1237_1,bus_1372,28.384473654257597,8.36994347241894,0,137,PowerModels index: 137,23835.0,27483.75,d_load,"[23835.0, 23835.0]","[27483.75, 27501.25]"
load_P_1240_1,bus_1373,17.818989703028457,9.36089918079669,0,138,PowerModels index: 138,23843.75,27321.875,d_load,"[23843.75, 23843.75]","[27321.875, 27339.375]"
load_P_1240_2,bus_1374,12.073728368699802,3.07963048868626,0,139,PowerModels index: 139,19831.875,28048.125,d_load,"[19831.875, 19831.875]","[28048.125, 28065.625]"
load_P_1240_3,bus_1378,12.0357959372923,0.42013064353438107,0,140,PowerModels index: 140,15802.5,27763.75,d_load,"[15802.5, 15802.5]","[27763.75, 27781.25]"
load_P_1240_4,bus_1380,19.212638828279452,4.42512560178912,0,141,PowerModels index: 141,21332.5,35258.125,d_load,"[21332.5, 21332.5]","[35258.125, 35275.625]"
load_P_1240_5,bus_1382,30.722141716576402,19.5349067160612,0,142,PowerModels index: 142,23502.5,27553.75,d_load,"[23502.5, 23502.5]","[27553.75, 27571.25]"
load_P_1243_4,bus_1387,8.925309504309018,6.697655843216932,0,143,PowerModels index: 143,22688.75,26967.5,d_load,"[22688.75, 22688.75]","[26967.5, 26985.0]"
load_P_1244_1,bus_1388,16.78629824813605,14.91149220003895,0,144,PowerModels index: 144,22671.25,26906.25,d_load,"[22671.25, 22671.25]","[26906.25, 26923.75]"
load_P_1246_2,bus_1395,10.7727075642647,2.45386859814911,0,145,PowerModels index: 145,21958.125,19696.25,d_load,"[21958.125, 21958.125]","[19696.25, 19713.75]"
load_P_1247_1,bus_1396,53.8821275448623,13.08299100709916,0,146,PowerModels index: 146,24981.25,35538.125,d_load,"[24981.25, 24981.25]","[35538.125, 35555.625]"
load_P_1247_2,bus_1397,148.92321572476018,-3.763494021018969,0,147,PowerModels index: 147,21866.25,36273.125,d_load,"[21866.25, 21866.25]","[36273.125, 36290.625]"
load_P_1247_4,bus_1400,4.3180960475086705,0.5154075127252381,0,148,PowerModels index: 148,18655.0,27790.0,d_load,"[18655.0, 18655.0]","[27790.0, 27807.5]"
load_P_1247_5,bus_1403,0.234253788612597,-3.2682003359179,0,149,PowerModels index: 149,19053.125,29820.0,d_load,"[19053.125, 19053.125]","[29820.0, 29837.5]"
load_P_1248_1,bus_1406,156.3662939499472,37.8797581592831,0,150,PowerModels index: 150,19919.375,31342.5,d_load,"[19919.375, 19919.375]","[31342.5, 31360.0]"
load_P_1248_2,bus_1409,74.2226343486775,22.05492030875552,0,151,PowerModels index: 151,17626.875,28625.625,d_load,"[17626.875, 17626.875]","[28625.625, 28643.125]"
load_P_1249_1,bus_1416,30.33861132697958,9.55786679800786,0,152,PowerModels index: 152,25248.125,35695.625,d_load,"[25248.125, 25248.125]","[35695.625, 35713.125]"
load_P_1250_1,bus_1428,108.54805770472944,-2.218421861264757,0,153,PowerModels index: 153,18475.625,28507.5,d_load,"[18475.625, 18475.625]","[28507.5, 28525.0]"
load_P_1251_2,bus_1430,20.92114256412834,2.399831678306691,0,154,PowerModels index: 154,18865.0,33193.125,d_load,"[18865.0, 18865.0]","[33193.125, 33210.625]"
load_P_1252_1,bus_1433,28.055727169051803,7.367766584916039,0,155,PowerModels index: 155,18948.125,26779.375,d_load,"[18948.125, 18948.125]","[26779.375, 26796.875]"
load_P_1252_2,bus_1435,32.3023203981607,4.51745067196455,0,156,PowerModels index: 156,15868.125,27969.375,d_load,"[15868.125, 15868.125]","[27969.375, 27986.875]"
load_P_1254_1,bus_1436,0.0,0.0,1,157,PowerModels index: 157,14848.75,27877.5,d_load,"[14848.75, 14848.75]","[27877.5, 27895.0]"
load_P_1254_2,bus_1437,36.362009877435106,-3.39545045061889,0,158,PowerModels index: 158,15273.125,27925.625,d_load,"[15273.125, 15273.125]","[27925.625, 27943.125]"
load_P_1254_3,bus_1438,80.32185143470119,3.71989239415777,0,159,PowerModels index: 159,19376.875,33026.875,d_load,"[19376.875, 19376.875]","[33026.875, 33044.375]"
