elm_loc_name,elm_desc,con_bus1,con_bus2,elm_outserv,elm_dline,typ_uline,typ_rline,typ_xline,typ_bline,msc_powermodels_index,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_1_rX,gco_1_rY,gco_2_rX,gco_2_rY
branch_1009,"PowerModels index: 1009
f_bus: bus_3607
t_bus: bus_3624
name: line_3607_to_3624_2_cp",bus_3607,bus_3624,0,1.0,275.0,1.5206787304560698,17.353060981997412,936.7967664385135,1009,18576.25,45867.5,d_lin,"[18576.25, 19446.875, 19446.875]","[45867.5, 45696.875, 45696.875]","[18576.25, 17705.625, 17705.625]","[45867.5, 46038.125, 46038.125]"
branch_101,"PowerModels index: 101
f_bus: bus_1139
t_bus: bus_1395
name: line_1139_to_1395_1_cp",bus_1139,bus_1395,0,1.0,132.0,5.950006320403569,15.035243840770459,105.00562032755789,101,22159.375,19656.875,d_lin,"[22159.375, 22351.875, 22351.875]","[19656.875, 19600.0, 19600.0]","[22159.375, 21966.875, 21966.875]","[19656.875, 19713.75, 19713.75]"
branch_1010,"PowerModels index: 1010
f_bus: bus_3614
t_bus: bus_3615
name: line_3614_to_3615_1_cp",bus_3614,bus_3615,0,1.0,275.0,1.4136828600940232,11.016492762568575,520.7453929166558,1010,21115.9375,46819.0625,d_lin,"[21115.9375, 21717.5, 21717.5]","[46819.0625, 47210.625, 47210.625]","[21115.9375, 20514.375, 20514.375]","[46819.0625, 46427.5, 46427.5]"
branch_1013,"PowerModels index: 1013
f_bus: bus_3614
t_bus: bus_3617
name: line_3614_to_3617_2_cp",bus_3614,bus_3617,0,1.0,275.0,0.758141615050821,5.747825980505375,278.5935102649626,1013,22211.875,47538.75,d_lin,"[22211.875, 21717.5, 21717.5]","[47538.75, 47210.625, 47210.625]","[22211.875, 22706.25, 22706.25]","[47538.75, 47866.875, 47866.875]"
branch_1014,"PowerModels index: 1014
f_bus: bus_3615
t_bus: bus_3616
name: line_3615_to_3616_1_cp",bus_3615,bus_3616,0,1.0,275.0,1.0176019604738276,12.481534167440909,173.6121590240331,1014,20400.625,46250.3125,d_lin,"[20400.625, 20523.125, 20523.125]","[46250.3125, 46427.5, 46427.5]","[20400.625, 20278.125, 20278.125]","[46250.3125, 46073.125, 46073.125]"
branch_1017,"PowerModels index: 1017
f_bus: bus_3648
t_bus: bus_3650
name: line_3648_to_3650_2_cp",bus_3648,bus_3650,0,1.0,330.0,1.183110386217163,13.259297719876868,688.4931008497244,1017,20315.3125,42448.4375,d_lin,"[20315.3125, 20002.5, 20002.5]","[42448.4375, 43382.5, 43382.5]","[20315.3125, 20628.125, 20628.125]","[42448.4375, 41514.375, 41514.375]"
branch_1019,"PowerModels index: 1019
f_bus: bus_3650
t_bus: bus_3652
name: line_3650_to_3652_2_cp",bus_3650,bus_3652,0,1.0,330.0,0.535029953874283,6.324351699148493,360.47252152951415,1019,19713.75,41639.0625,d_lin,"[19713.75, 20619.375, 20619.375]","[41639.0625, 41514.375, 41514.375]","[19713.75, 18808.125, 18808.125]","[41639.0625, 41763.75, 41763.75]"
branch_102,"PowerModels index: 102
f_bus: bus_1140
t_bus: bus_1152
name: line_1140_to_1152_1_cp",bus_1140,bus_1152,0,1.0,330.0,4.511852126287296,43.42459849022749,560.8320194641278,102,21083.125,28444.0625,d_lin,"[21083.125, 21398.125, 21398.125]","[28444.0625, 28170.625, 28170.625]","[21083.125, 20768.125, 20768.125]","[28444.0625, 28717.5, 28717.5]"
branch_1021,"PowerModels index: 1021
f_bus: bus_4002
t_bus: bus_4109
name: line_4002_to_4109_1_cp",bus_4002,bus_4109,0,1.0,275.0,0.9198721113272088,6.11021528776256,47.13684349615709,1021,5877.8125,21310.625,d_lin,"[5877.8125, 6356.875, 6356.875]","[21310.625, 21336.875, 21336.875]","[5877.8125, 5398.75, 5398.75]","[21310.625, 21284.375, 21284.375]"
branch_1023,"PowerModels index: 1023
f_bus: bus_4002
t_bus: bus_4154
name: line_4002_to_4154_1_cp",bus_4002,bus_4154,0,1.0,275.0,0.8142945573033998,6.1363658799004765,41.688203016243705,1023,6857.8125,21352.1875,d_lin,"[6857.8125, 6348.125, 6348.125]","[21352.1875, 21336.875, 21336.875]","[6857.8125, 7367.5, 7367.5]","[21352.1875, 21367.5, 21367.5]"
branch_1025,"PowerModels index: 1025
f_bus: bus_4032
t_bus: bus_4371
name: line_4032_to_4371_2_cp",bus_4032,bus_4371,0,1.0,33.0,0.6124040764030307,1.2455896131375068,38.08947133342497,1025,7538.125,23106.5625,d_lin,"[7538.125, 7441.875, 7441.875]","[23106.5625, 23200.625, 23200.625]","[7538.125, 7634.375, 7634.375]","[23106.5625, 23012.5, 23012.5]"
branch_1026,"PowerModels index: 1026
f_bus: bus_4071
t_bus: bus_4324
name: line_4071_to_4324_1_cp",bus_4071,bus_4324,0,1.0,66.0,0.6879066523976723,2.0600611723028703,23.71585561660399,1026,9751.875,20258.4375,d_lin,"[9751.875, 9708.125, 9708.125]","[20258.4375, 20501.25, 20501.25]","[9751.875, 9795.625, 9795.625]","[20258.4375, 20015.625, 20015.625]"
branch_1027,"PowerModels index: 1027
f_bus: bus_4071
t_bus: bus_4325
name: line_4071_to_4325_1_cp",bus_4071,bus_4325,0,1.0,66.0,1.2365990669642926,3.5870218188439376,36.26925999399607,1027,9622.8125,20641.25,d_lin,"[9622.8125, 9690.625, 9690.625]","[20641.25, 20501.25, 20501.25]","[9622.8125, 9555.0, 9555.0]","[20641.25, 20781.25, 20781.25]"
branch_1028,"PowerModels index: 1028
f_bus: bus_4031
t_bus: bus_4307
name: line_4091_to_4307_1_cp",bus_4031,bus_4307,0,1.0,66.0,0.176151557385935,1.007139331725011,8.788063947737372,1028,8920.625,17508.75,d_lin,"[8920.625, 8330.0, 8330.0]","[17508.75, 17465.0, 17465.0]","[8920.625, 9511.25, 9511.25]","[17508.75, 17552.5, 17552.5]"
branch_1029,"PowerModels index: 1029
f_bus: bus_4031
t_bus: bus_4320
name: line_4091_to_4320_1_cp",bus_4031,bus_4320,0,1.0,66.0,0.16365739761134065,0.9817960293003392,9.002568421729729,1029,8778.4375,18175.9375,d_lin,"[8778.4375, 8268.75, 8268.75]","[18175.9375, 17465.0, 17465.0]","[8778.4375, 9288.125, 9288.125]","[18175.9375, 18886.875, 18886.875]"
branch_103,"PowerModels index: 103
f_bus: bus_1140
t_bus: bus_1569
name: line_1141_to_1569_1_cp",bus_1140,bus_1569,0,1.0,330.0,0.45202828128840605,3.669524941398663,2256.58184957628,103,22146.25,27818.4375,d_lin,"[22146.25, 21441.875, 21441.875]","[27818.4375, 28170.625, 28170.625]","[22146.25, 22850.625, 22850.625]","[27818.4375, 27466.25, 27466.25]"
branch_1030,"PowerModels index: 1030
f_bus: bus_4096
t_bus: bus_4152
name: line_4102_to_4152_1_cp",bus_4096,bus_4152,0,1.0,33.0,0.010762025474776515,0.2707126269252386,18.648650139720758,1030,13776.875,14888.125,d_lin,"[13776.875, 13746.25, 13746.25]","[14888.125, 14870.625, 14870.625]","[13776.875, 13807.5, 13807.5]","[14888.125, 14905.625, 14905.625]"
branch_1031,"PowerModels index: 1031
f_bus: bus_4103
t_bus: bus_4153
name: line_4103_to_4153_2_cp",bus_4103,bus_4153,0,1.0,33.0,0.011108146659306239,0.28045332271351947,18.470432512681086,1031,13468.4375,15522.5,d_lin,"[13468.4375, 13558.125, 13558.125]","[15522.5, 15653.75, 15653.75]","[13468.4375, 13378.75, 13378.75]","[15522.5, 15391.25, 15391.25]"
branch_1032,"PowerModels index: 1032
f_bus: bus_4104
t_bus: bus_4106
name: line_4104_to_4106_1_cp",bus_4104,bus_4106,0,1.0,275.0,2.1770620746879477,15.696020305092548,111.96605481890857,1032,6783.4375,22155.0,d_lin,"[6783.4375, 7284.375, 7284.375]","[22155.0, 21980.0, 21980.0]","[6783.4375, 6282.5, 6282.5]","[22155.0, 22330.0, 22330.0]"
branch_1033,"PowerModels index: 1033
f_bus: bus_4104
t_bus: bus_4117
name: line_4104_to_4117_1_cp",bus_4104,bus_4117,0,1.0,275.0,4.310071569292659,30.71175756355135,224.40618861052553,1033,7855.3125,21671.5625,d_lin,"[7855.3125, 7293.125, 7293.125]","[21671.5625, 21980.0, 21980.0]","[7855.3125, 8417.5, 8417.5]","[21671.5625, 21363.125, 21363.125]"
branch_1034,"PowerModels index: 1034
f_bus: bus_4106
t_bus: bus_4107
name: line_4106_to_4107_1_cp",bus_4106,bus_4107,0,1.0,275.0,5.7204965891267285,39.628757779648645,298.68281397084814,1034,5923.75,22174.6875,d_lin,"[5923.75, 6273.75, 6273.75]","[22174.6875, 22330.0, 22330.0]","[5923.75, 5573.75, 5573.75]","[22174.6875, 22019.375, 22019.375]"
branch_1036,"PowerModels index: 1036
f_bus: bus_4107
t_bus: bus_4111
name: line_4107_to_4111_1_cp",bus_4107,bus_4111,0,1.0,275.0,1.7381228367046617,13.440533187652623,330.16735224205354,1036,5024.6875,22025.9375,d_lin,"[5024.6875, 5538.75, 5538.75]","[22025.9375, 22019.375, 22019.375]","[5024.6875, 4510.625, 4510.625]","[22025.9375, 22032.5, 22032.5]"
branch_1038,"PowerModels index: 1038
f_bus: bus_4107
t_bus: bus_4113
name: line_4107_to_4113_1_cp",bus_4107,bus_4113,0,1.0,275.0,12.197960700822534,88.8969306227044,785.065695822836,1038,5145.0,21903.4375,d_lin,"[5145.0, 5547.5, 5547.5]","[21903.4375, 22019.375, 22019.375]","[5145.0, 4742.5, 4742.5]","[21903.4375, 21787.5, 21787.5]"
branch_1039,"PowerModels index: 1039
f_bus: bus_4107
t_bus: bus_4115
name: line_4107_to_4115_1_cp",bus_4107,bus_4115,0,1.0,275.0,5.327541313416933,35.473740042946375,212.8762976632608,1039,5941.25,22093.75,d_lin,"[5941.25, 5582.5, 5582.5]","[22093.75, 22019.375, 22019.375]","[5941.25, 6300.0, 6300.0]","[22093.75, 22168.125, 22168.125]"
branch_104,"PowerModels index: 104
f_bus: bus_1066
t_bus: bus_1150
name: line_1144_to_1150_1_cp",bus_1066,bus_1150,0,1.0,330.0,0.6542543018533096,6.627847062857626,77.54340957631837,104,20689.375,31080.0,d_lin,"[20689.375, 20759.375, 20759.375]","[31080.0, 30633.75, 30633.75]","[20689.375, 20619.375, 20619.375]","[31080.0, 31526.25, 31526.25]"
branch_1040,"PowerModels index: 1040
f_bus: bus_4107
t_bus: bus_4116
name: line_4107_to_4116_1_cp",bus_4107,bus_4116,0,1.0,275.0,9.140564486632805,61.37934938283268,399.7108035178103,1040,6166.5625,21980.0,d_lin,"[6166.5625, 5608.75, 5608.75]","[21980.0, 22019.375, 22019.375]","[6166.5625, 6724.375, 6724.375]","[21980.0, 21940.625, 21940.625]"
branch_1041,"PowerModels index: 1041
f_bus: bus_4110
t_bus: bus_4114
name: line_4110_to_4114_1_cp",bus_4110,bus_4114,0,1.0,275.0,1.6270975254162305,11.416862024572765,79.75629679486147,1041,6595.3125,21061.25,d_lin,"[6595.3125, 6890.625, 6890.625]","[21061.25, 21218.75, 21218.75]","[6595.3125, 6300.0, 6300.0]","[21061.25, 20903.75, 20903.75]"
branch_1042,"PowerModels index: 1042
f_bus: bus_4110
t_bus: bus_4115
name: line_4110_to_4115_1_cp",bus_4110,bus_4115,0,1.0,275.0,5.1565542265001785,33.096277062024306,221.85948363154642,1042,6595.3125,21693.4375,d_lin,"[6595.3125, 6881.875, 6881.875]","[21693.4375, 21218.75, 21218.75]","[6595.3125, 6308.75, 6308.75]","[21693.4375, 22168.125, 22168.125]"
branch_1043,"PowerModels index: 1043
f_bus: bus_4110
t_bus: bus_4143
name: line_4110_to_4143_1_cp",bus_4110,bus_4143,0,1.0,275.0,6.417977515733441,44.70705142783259,279.152032092903,1043,7297.5,20855.625,d_lin,"[7297.5, 6899.375, 6899.375]","[20855.625, 21218.75, 21218.75]","[7297.5, 7695.625, 7695.625]","[20855.625, 20492.5, 20492.5]"
branch_1044,"PowerModels index: 1044
f_bus: bus_4116
t_bus: bus_4150
name: line_4116_to_4150_1_cp",bus_4116,bus_4150,0,1.0,275.0,6.200461542480456,45.2236329566061,295.58136315939305,1044,7269.0625,21568.75,d_lin,"[7269.0625, 6733.125, 6733.125]","[21568.75, 21940.625, 21940.625]","[7269.0625, 7805.0, 7805.0]","[21568.75, 21196.875, 21196.875]"
branch_1045,"PowerModels index: 1045
f_bus: bus_4117
t_bus: bus_4094
name: line_4117_to_4124_1_cp",bus_4117,bus_4094,0,1.0,275.0,8.578111759813009,62.70662579277905,408.8397352995966,1045,8408.75,20700.3125,d_lin,"[8408.75, 8408.75, 8408.75]","[20700.3125, 21363.125, 21363.125]","[8408.75, 8408.75, 8408.75]","[20700.3125, 20037.5, 20037.5]"
branch_1046,"PowerModels index: 1046
f_bus: bus_4117
t_bus: bus_4131
name: line_4117_to_4131_1_cp",bus_4117,bus_4131,0,1.0,275.0,6.141372998577718,43.88520875724883,312.31236158115814,1046,9067.1875,20908.125,d_lin,"[9067.1875, 8417.5, 8417.5]","[20908.125, 21363.125, 21363.125]","[9067.1875, 9716.875, 9716.875]","[20908.125, 20453.125, 20453.125]"
branch_1047,"PowerModels index: 1047
f_bus: bus_4117
t_bus: bus_4154
name: line_4117_to_4154_1_cp",bus_4117,bus_4154,0,1.0,275.0,3.1518862840405215,21.979060293550663,150.8598364599484,1047,7892.5,21365.3125,d_lin,"[7892.5, 8400.0, 8400.0]","[21365.3125, 21363.125, 21363.125]","[7892.5, 7385.0, 7385.0]","[21365.3125, 21367.5, 21367.5]"
branch_1048,"PowerModels index: 1048
f_bus: bus_4094
t_bus: bus_4131
name: line_4124_to_4131_1_cp",bus_4094,bus_4131,0,1.0,275.0,1.1334578331066596,11.85997615618455,150.32535668636427,1048,9075.9375,20245.3125,d_lin,"[9075.9375, 8426.25, 8426.25]","[20245.3125, 20037.5, 20037.5]","[9075.9375, 9725.625, 9725.625]","[20245.3125, 20453.125, 20453.125]"
branch_1049,"PowerModels index: 1049
f_bus: bus_4094
t_bus: bus_4135
name: line_4124_to_4135_1_cp",bus_4094,bus_4135,0,1.0,275.0,1.279686929431572,9.863782896837513,64.94506220015245,1049,8815.625,19407.5,d_lin,"[8815.625, 8452.5, 8452.5]","[19407.5, 20037.5, 20037.5]","[8815.625, 9178.75, 9178.75]","[19407.5, 18777.5, 18777.5]"
branch_105,"PowerModels index: 105
f_bus: bus_1146
t_bus: bus_1153
name: line_1146_to_1153_1_cp",bus_1146,bus_1153,0,1.0,330.0,0.2833007776750907,2.717176807936025,31.244953817183745,105,22288.4375,34216.875,d_lin,"[22288.4375, 22421.875, 22421.875]","[34216.875, 34396.25, 34396.25]","[22288.4375, 22155.0, 22155.0]","[34216.875, 34037.5, 34037.5]"
branch_1050,"PowerModels index: 1050
f_bus: bus_4094
t_bus: bus_4150
name: line_4124_to_4150_1_cp",bus_4094,bus_4150,0,1.0,275.0,1.8245600757458336,13.165762418125562,90.49551733725194,1050,8111.25,20617.1875,d_lin,"[8111.25, 8400.0, 8400.0]","[20617.1875, 20037.5, 20037.5]","[8111.25, 7822.5, 7822.5]","[20617.1875, 21196.875, 21196.875]"
branch_1051,"PowerModels index: 1051
f_bus: bus_4126
t_bus: bus_4196
name: line_4126_to_4196_1_cp",bus_4126,bus_4196,0,1.0,132.0,4.8757610571078605,14.92980733874554,118.23042821826675,1051,6597.5,24939.6875,d_lin,"[6597.5, 6453.125, 6453.125]","[24939.6875, 25112.5, 25112.5]","[6597.5, 6741.875, 6741.875]","[24939.6875, 24766.875, 24766.875]"
branch_1052,"PowerModels index: 1052
f_bus: bus_4131
t_bus: bus_4145
name: line_4131_to_4145_1_cp",bus_4131,bus_4145,0,1.0,275.0,0.8237904343461142,8.420232098047764,108.57877874386826,1052,9990.3125,20240.9375,d_lin,"[9990.3125, 9743.125, 9743.125]","[20240.9375, 20453.125, 20453.125]","[9990.3125, 10237.5, 10237.5]","[20240.9375, 20028.75, 20028.75]"
branch_1053,"PowerModels index: 1053
f_bus: bus_4131
t_bus: bus_4149
name: line_4131_to_4149_1_cp",bus_4131,bus_4149,0,1.0,275.0,3.5507254922393456,27.16934188422766,177.54604018043898,1053,10526.25,20205.9375,d_lin,"[10526.25, 9751.875, 9751.875]","[20205.9375, 20453.125, 20453.125]","[10526.25, 11300.625, 11300.625]","[20205.9375, 19958.75, 19958.75]"
branch_1054,"PowerModels index: 1054
f_bus: bus_4132
t_bus: bus_4235
name: line_4132_to_4235_1_cp",bus_4132,bus_4235,0,1.0,66.0,2.2476570755231133,3.8420024191583124,32.55198992142262,1054,6851.25,19505.9375,d_lin,"[6851.25, 6658.75, 6658.75]","[19505.9375, 19486.25, 19486.25]","[6851.25, 7043.75, 7043.75]","[19505.9375, 19525.625, 19525.625]"
branch_1055,"PowerModels index: 1055
f_bus: bus_4132
t_bus: bus_4343
name: line_4132_to_4343_1_cp",bus_4132,bus_4343,0,1.0,66.0,2.1936102378838807,3.8497325531859543,32.10786064506038,1055,6512.1875,19497.1875,d_lin,"[6512.1875, 6650.0, 6650.0]","[19497.1875, 19486.25, 19486.25]","[6512.1875, 6374.375, 6374.375]","[19497.1875, 19508.125, 19508.125]"
branch_1056,"PowerModels index: 1056
f_bus: bus_4137
t_bus: bus_4142
name: line_4137_to_4142_1_cp",bus_4137,bus_4142,0,1.0,275.0,0.302272026183116,2.048167507082666,68.30668235785703,1056,10066.875,19002.8125,d_lin,"[10066.875, 9992.5, 9992.5]","[19002.8125, 18795.0, 18795.0]","[10066.875, 10141.25, 10141.25]","[19002.8125, 19210.625, 19210.625]"
branch_1057,"PowerModels index: 1057
f_bus: bus_4138
t_bus: bus_4101
name: line_4138_to_4151_1_cp",bus_4138,bus_4101,0,1.0,275.0,9.634994596346536,69.75877620555703,452.2232095020245,1057,14150.9375,18536.875,d_lin,"[14150.9375, 13623.75, 13623.75]","[18536.875, 19005.0, 19005.0]","[14150.9375, 14678.125, 14678.125]","[18536.875, 18068.75, 18068.75]"
branch_1058,"PowerModels index: 1058
f_bus: bus_4139
t_bus: bus_4101
name: line_4139_to_4151_2_cp",bus_4139,bus_4101,0,1.0,275.0,9.140130019482898,68.58605298488042,452.3031416817387,1058,14161.875,18565.3125,d_lin,"[14161.875, 13636.875, 13636.875]","[18565.3125, 19061.875, 19061.875]","[14161.875, 14686.875, 14686.875]","[18565.3125, 18068.75, 18068.75]"
branch_1059,"PowerModels index: 1059
f_bus: bus_4138
t_bus: bus_4149
name: line_4141_to_4149_1_cp",bus_4138,bus_4149,0,1.0,275.0,7.69320836027819,55.65074241867279,398.33151705843176,1059,12470.9375,19481.875,d_lin,"[12470.9375, 13615.0, 13615.0]","[19481.875, 19005.0, 19005.0]","[12470.9375, 11326.875, 11326.875]","[19481.875, 19958.75, 19958.75]"
branch_106,"PowerModels index: 106
f_bus: bus_1148
t_bus: bus_1158
name: line_1148_to_1158_1_cp",bus_1148,bus_1158,0,1.0,330.0,6.646723579974716,51.7049632335514,488.07048009184297,106,23272.8125,23430.3125,d_lin,"[23272.8125, 23765.0, 23765.0]","[23430.3125, 22706.25, 22706.25]","[23272.8125, 22780.625, 22780.625]","[23430.3125, 24154.375, 24154.375]"
branch_1061,"PowerModels index: 1061
f_bus: bus_4145
t_bus: bus_4137
name: line_4145_to_4146_1_cp",bus_4145,bus_4137,0,1.0,275.0,0.8186238559133469,8.609062652261967,111.41783472559295,1061,10115.0,19411.875,d_lin,"[10115.0, 10246.25, 10246.25]","[19411.875, 20028.75, 20028.75]","[10115.0, 9983.75, 9983.75]","[19411.875, 18795.0, 18795.0]"
branch_1062,"PowerModels index: 1062
f_bus: bus_4137
t_bus: bus_4149
name: line_4146_to_4149_1_cp",bus_4137,bus_4149,0,1.0,275.0,5.266396179562431,43.0229916212523,403.2605743909485,1062,10659.6875,19376.875,d_lin,"[10659.6875, 10010.0, 10010.0]","[19376.875, 18795.0, 18795.0]","[10659.6875, 11309.375, 11309.375]","[19376.875, 19958.75, 19958.75]"
branch_1063,"PowerModels index: 1063
f_bus: bus_4156
t_bus: bus_4165
name: line_4156_to_4165_1_cp",bus_4156,bus_4165,0,1.0,132.0,2.9551913648483437,9.838732942933323,75.21628971913742,1063,3252.8125,22050.0,d_lin,"[3252.8125, 3101.875, 3101.875]","[22050.0, 22080.625, 22080.625]","[3252.8125, 3403.75, 3403.75]","[22050.0, 22019.375, 22019.375]"
branch_1064,"PowerModels index: 1064
f_bus: bus_4158
t_bus: bus_4160
name: line_4158_to_4160_1_cp",bus_4158,bus_4160,0,1.0,132.0,9.939421406081026,37.62051452755319,231.25081634730716,1064,2073.75,21730.625,d_lin,"[2073.75, 2506.875, 2506.875]","[21730.625, 21835.625, 21835.625]","[2073.75, 1640.625, 1640.625]","[21730.625, 21625.625, 21625.625]"
branch_1065,"PowerModels index: 1065
f_bus: bus_4158
t_bus: bus_4165
name: line_4158_to_4165_1_cp",bus_4158,bus_4165,0,1.0,132.0,7.920090747329964,24.597449218893765,147.61594822770599,1065,2950.9375,21927.5,d_lin,"[2950.9375, 2489.375, 2489.375]","[21927.5, 21835.625, 21835.625]","[2950.9375, 3412.5, 3412.5]","[21927.5, 22019.375, 22019.375]"
branch_1067,"PowerModels index: 1067
f_bus: bus_4160
t_bus: bus_4166
name: line_4160_to_4166_1_cp",bus_4160,bus_4166,0,1.0,132.0,15.141278566880459,60.49628539493695,379.50848062463666,1067,1303.75,21566.5625,d_lin,"[1303.75, 1649.375, 1649.375]","[21566.5625, 21625.625, 21625.625]","[1303.75, 958.125, 958.125]","[21566.5625, 21507.5, 21507.5]"
branch_1068,"PowerModels index: 1068
f_bus: bus_4162
t_bus: bus_4166
name: line_4162_to_4166_1_cp",bus_4162,bus_4166,0,1.0,132.0,6.939284720550669,14.313416618556344,97.47227752504593,1068,772.1875,21398.125,d_lin,"[772.1875, 586.25, 586.25]","[21398.125, 21288.75, 21288.75]","[772.1875, 958.125, 958.125]","[21398.125, 21507.5, 21507.5]"
branch_1069,"PowerModels index: 1069
f_bus: bus_4089
t_bus: bus_4170
name: line_4163_to_4170_1_cp",bus_4089,bus_4170,0,1.0,132.0,29.491330338422603,58.56933379360929,371.74968019345226,1069,4344.375,22443.75,d_lin,"[4344.375, 4484.375, 4484.375]","[22443.75, 22290.625, 22290.625]","[4344.375, 4204.375, 4204.375]","[22443.75, 22596.875, 22596.875]"
branch_107,"PowerModels index: 107
f_bus: bus_1148
t_bus: bus_2191
name: line_1148_to_2191_1_cp",bus_1148,bus_2191,0,1.0,330.0,1.9035918275777794,16.056049069101956,159.91277405623137,107,22391.25,21864.0625,d_lin,"[22391.25, 23773.75, 23773.75]","[21864.0625, 22706.25, 22706.25]","[22391.25, 21008.75, 21008.75]","[21864.0625, 21021.875, 21021.875]"
branch_1071,"PowerModels index: 1071
f_bus: bus_4165
t_bus: bus_4157
name: line_4165_to_4222_1_cp",bus_4165,bus_4157,0,1.0,132.0,0.6885314146345147,3.482912618987851,25.25991949350493,1071,2950.9375,22157.1875,d_lin,"[2950.9375, 3412.5, 3412.5]","[22157.1875, 22019.375, 22019.375]","[2950.9375, 2489.375, 2489.375]","[22157.1875, 22295.0, 22295.0]"
