elm_loc_name,elm_Ks1,elm_Ks2,elm_Ks3,elm_M,elm_N,elm_Ts1,elm_Ts10,elm_Ts11,elm_Ts2,elm_Ts3,elm_Ts4,elm_T6,elm_T7,elm_T8,elm_T9,elm_Tw1,elm_Tw2,elm_Tw3,elm_Tw4,elm_VS1max,elm_VS1min,elm_VS2max,elm_VS2min,elm_Vstmax,elm_Vstmin,elm_elm_Ic1,elm_elm_Ic2,elm_elm_IPB,con_gen
PSS2B_gen_1071_1,26.0613112768624,0.190879321349729,0.0,0,0,0.501153872394934,0,0,0.1458779433975,0.0973572651902214,0.081217999920249,0.0,2.02201537387446,0.0,0.00997247039945796,0.00987927923258394,0.0,2.88760681939311,3.0275029651355,95.4027262697462,-94.1102177997585,98.051496034814,-98.3829578102566,0.0957744801742956,-0.0977839449001476,1,3,1,gen_1071_1.ElmSym
PSS2B_gen_1072_1,25.2873736270703,0.189428174440321,0.0,0,0,0.496909722243436,0,0,0.143278975635767,0.0988812751928344,0.0822286791503429,0.0,1.93601122060791,0.0,0.00957376316888258,0.00951892541022971,0.0,2.990668749623,3.03330980082974,102.669594852766,-97.6109737611841,94.725421276968,-95.9420524804853,0.0975740963499993,-0.103533661277033,1,3,1,gen_1072_1.ElmSym
PSS2B_gen_1074_2,9.9734414643608,0.461243983574957,1.01224175328389,5,1,0.100414903648198,0,0,0.02052988314908,0.14884449820267,0.0201244184887037,0.0,4.78036913950928,0.481623203586787,0.0968013394065201,4.80187111790292,5.0135194985196,4.97283227439038,0.0,98.4430098742247,-103.440541254077,101.539920075098,-99.5746849834453,0.0511495782947168,-0.047980084407609,1,3,1,gen_1074_2.ElmSym
PSS2B_gen_1075_3,10.1405490413308,0.474486576584727,1.00860243355855,5,1,0.104277381799184,0,0,0.0201407602233812,0.152265336639248,0.0195696233790368,0.0,5.21390289044939,0.488295633671805,0.0972416183864698,4.82399281463586,4.82257352839224,5.21763144480064,0.0,101.191047826549,-103.033259708667,94.8840124492999,-95.5122995941434,0.0504903158638626,-0.0521410948736593,1,3,1,gen_1075_3.ElmSym
PSS2B_gen_1078_6,9.95078903483227,0.434100331599265,1.04834120511077,5,1,0.104013470890932,0,0,0.0205863431124017,0.150068393542897,0.0208102751951665,0.0,5.17172420024872,0.515105352574028,0.0966435751970857,4.90318412240595,4.88825263478793,4.79809972783551,0.0,103.282673743833,-103.69628458838,100.4911828693,-96.9698136047926,0.0493244916805997,-0.0490148688806221,1,3,1,gen_1078_6.ElmSym
PSS2B_gen_1079_7,10.0894334381446,0.437519137059152,0.997476242668927,5,1,0.0992963874293491,0,0,0.0199996706750244,0.157207820168696,0.0208445709226653,0.0,5.22724483534694,0.492707810364664,0.0978919542161748,5.20765000465326,5.10433857818134,5.0250436719507,0.0,96.147532539675,-95.6550048957579,95.9373297595885,-100.607115909923,0.050442817658186,-0.049077154903207,1,3,1,gen_1079_7.ElmSym
PSS2B_gen_1080_8,10.1750144646503,0.47691849540174,1.01610606843606,5,1,0.103981247832999,0,0,0.0196083455039188,0.153150158801582,0.0200212055612355,0.0,4.83607890689746,0.509416575706564,0.0953347668517381,5.01171549595892,4.82765253121033,4.83873185329139,0.0,103.721711978875,-97.7611545762978,95.1536689646076,-99.971846743254,0.0515268330741674,-0.0503219085768797,1,3,1,gen_1080_8.ElmSym
PSS2B_gen_1081_5,9.74016027478501,0.460618584994599,1.02522299671546,5,1,0.0967754571093246,0,0,0.0200781682105735,0.153137818013784,0.020330286744982,0.0,5.0537529385183,0.491738882893696,0.0982836308749393,5.20454531768337,5.12220007227734,4.88264117925428,0.0,99.542109623272,-100.624253578903,99.9041473262943,-101.390957321925,0.0523398762894794,-0.0515591813391075,1,3,1,gen_1081_5.ElmSym
PSS2B_gen_1082_6,9.7063129064627,0.466560582565516,1.02845197874121,5,1,0.100392947988585,0,0,0.0205987195596099,0.156309471738059,0.0209802395841107,0.0,5.20731212105602,0.501029470702633,0.0979982121940702,4.78277353523299,5.07697822176851,5.07210284890607,0.0,95.2584346141666,-99.8222450652625,96.0064758645371,-95.4296775342431,0.0511597507377155,-0.0503207712573931,1,3,1,gen_1082_6.ElmSym
PSS2B_gen_1084_1,9.50157926185057,0.470383443454653,0.984581846185029,5,1,0.0972714329790324,0,0,0.0206914978111163,0.153130014804192,0.0195644294749945,0.0,4.79839103459381,0.483429578621872,0.098482853085734,5.14565823483281,4.86721486807801,5.19849472003989,0.0,102.413435429474,-100.372670378443,102.312936968263,-100.422143892618,0.0521121210791171,-0.0489870122051798,1,3,1,gen_1084_1.ElmSym
PSS2B_gen_1085_2,10.1808824203908,0.46475180653967,1.01403261437081,5,1,0.102707785107195,0,0,0.020006633377634,0.155277019164059,0.019035233781673,0.0,4.8518204386346,0.516046966426075,0.103575916346163,4.83709964691661,4.81954121333547,4.78338660509326,0.0,96.4691417508758,-98.8672494673636,103.946868044883,-95.5361193875782,0.0492103100335225,-0.0489657910820097,1,3,1,gen_1085_2.ElmSym
PSS2B_gen_2003_7,4.07804446797818,0.240593536386732,0.979696764424443,5,1,0.123751824131235,0,0,0.0412903270665556,0.282873534834012,0.0417570458613336,9.64784757280722e-5,2.5287865094142,0.203065832881257,0.100541025372222,2.48695232102182,2.38859067042358,2.5320945282001,0.0,97.9163038831204,-94.1618382818531,98.8313513745088,-98.8781238530762,0.0479871082748286,-0.048984165424481,1,3,1,gen_2003_7.ElmSym
PSS2B_gen_2004_8,4.13477877434343,0.238359290977474,1.04805105556734,5,1,0.121130950899795,0,0,0.0384232634603977,0.28748515044339,0.0411434023007751,9.9984386251308e-5,2.52393070270773,0.200474875625223,0.0969838745705783,2.48161453776993,2.50447241379879,2.48446118587162,0.0,94.9988307252992,-101.997500669584,101.033195976634,-98.7792066425085,0.0475104574090801,-0.049088857260067,1,3,1,gen_2004_8.ElmSym
PSS2B_gen_2010_1,9.91948892641813,0.458361580403522,0.965542001929134,5,1,0.100601481068879,0,0,0.0195305062262341,0.15234520472819,0.0199829453034326,0.0,5.12431041942909,0.500206813937984,0.100513871051371,4.86536792642437,5.10004737018607,4.87607109127566,0.0,100.279897097033,-102.270994882844,98.4290205813479,-97.401736043673,0.0503305742959492,-0.0496582920220681,1,3,1,gen_2010_1.ElmSym
PSS2B_gen_2011_2,9.70658679585904,0.451812099699676,0.964247249439359,5,1,0.0951700768433511,0,0,0.0199716902999207,0.155147445418406,0.0197430468630046,0.0,4.99661599192768,0.497194432024844,0.0951751097012311,4.94790883455426,4.99303365708329,4.79721209662966,0.0,97.0176365654916,-96.8323522636201,102.109844041988,-101.793680139631,0.052039231758099,-0.051706014983356,1,3,1,gen_2011_2.ElmSym
PSS2B_gen_2012_1,9.89890317851678,0.460341224678233,1.03074090457521,5,1,0.104096295232885,0,0,0.0206827353648841,0.149375748478342,0.0208928791340441,0.0,4.91479291091673,0.477492234646343,0.100705924076028,4.89707031100988,5.01434355718084,4.88200881774537,0.0,97.3603071578778,-99.4822731112596,94.882130545238,-102.329302998399,0.0522065659542568,-0.0505540664750151,1,3,1,gen_2012_1.ElmSym
PSS2B_gen_2014_1,9.90784678701311,0.47700586604923,1.02724664444104,5,1,0.0967260858323425,0,0,0.0205610060896724,0.156917190633249,0.0193568924479187,0.0,4.97257483983412,0.516143001476303,0.0969191042240709,4.97834815643728,5.20944829680957,4.95982172037475,0.0,96.4425183575135,-97.7107822874095,98.9141318817157,-101.785563460831,0.0488952557113953,-0.0482623891974799,1,3,1,gen_2014_1.ElmSym
PSS2B_gen_2015_1,9.84213128127158,0.435698434615508,0.957129358500242,5,1,0.10079923002515,0,0,0.0209127585729584,0.14328028593678,0.0199910910241306,0.0,4.86244172393344,0.49465508738067,0.10261517974548,4.82274855254218,4.83162835496478,5.20987130189314,0.0,94.6194325635675,-99.6575002734549,96.0115270005539,-96.358183107432,0.0503720625117421,-0.0502013403573073,1,3,1,gen_2015_1.ElmSym
PSS2B_gen_2016_2,10.1918899500743,0.470230278375372,1.03754790597595,5,1,0.0959377341764048,0,0,0.0204956210982054,0.151621942436323,0.0194268631311134,0.0,4.87445683847182,0.496571815153584,0.101653790767305,5.03632879769429,5.1817642103415,4.92696484201588,0.0,101.779748237226,-97.3492173861712,103.399256837927,-103.170906193927,0.0523601541947573,-0.0495945398905314,1,3,1,gen_2016_2.ElmSym
PSS2B_gen_2021_14,10.1138851027936,0.437521560194716,0.967116667469963,5,1,0.101667650789022,0,0,0.0200461338115856,0.145686232144944,0.0205562456399202,0.0,5.18211415410042,0.508619371522218,0.0973276480520144,5.12622389383614,5.09484952362254,5.13496764539741,0.0,99.530102627445,-96.8688125101849,102.250507931923,-97.1293296308722,0.0502383131464012,-0.0508153074723668,1,3,1,gen_2021_14.ElmSym
PSS2B_gen_2024_2,9.72547658160329,0.466044294287637,0.95766353844665,5,1,0.102904576123692,0,0,0.0203398416545242,0.153055817303248,0.020227830838412,0.0,5.15922070085071,0.5236362246098,0.103872515787371,5.12681326060556,5.03450930607505,4.76340671442449,0.0,101.433160930686,-99.357193424413,94.7656291550025,-100.628599239467,0.0492679160204716,-0.0523233492858708,1,3,1,gen_2024_2.ElmSym
PSS2B_gen_2028_6,9.70040190732107,0.47616224274449,1.01198629904538,5,1,0.0982855825778097,0,0,0.0194258794169873,0.149221782130189,0.0201191696096212,0.0,5.08085084264167,0.479777807719074,0.0995303317531943,4.85894515458494,5.12076138658449,5.03149795904756,0.0,94.7408830003347,-103.2713121315,97.8673714501318,-102.041000531288,0.0480366318696178,-0.0504902343545109,1,3,1,gen_2028_6.ElmSym
PSS2B_gen_2030_8,10.0415239110589,0.461952712367848,0.981069740559906,5,1,0.101139372014441,0,0,0.0199036764241755,0.153484149584547,0.019290204918012,0.0,4.98316192324273,0.509465388581157,0.0998885767767206,5.08948149508797,4.83626566152088,5.12987901479937,0.0,103.260921468772,-95.9313571213279,100.276376109291,-96.6686281038914,0.0496592206368223,-0.0508274550107308,1,3,1,gen_2030_8.ElmSym
PSS2B_gen_2036_1,10.2154630268924,0.434149761632457,1.00143637186848,5,1,0.0954945345735177,0,0,0.0201208766540512,0.143055138308555,0.0202451559659094,0.0,4.75352574232966,0.50146961377468,0.099938805247657,5.12493858463131,4.99251446453854,4.97014711843804,0.0,103.748072959157,-103.223077336885,96.6334749300498,-103.546821253281,0.0517733218357898,-0.0477318972954527,1,3,1,gen_2036_1.ElmSym
PSS2B_gen_2037_2,10.3917512660846,0.471223145129532,1.04745368678123,5,1,0.10180772062391,0,0,0.0190002588974312,0.14743312146049,0.0202655745316297,0.0,5.24456547247246,0.500230374536477,0.09637563099619,5.16267826547846,4.8026149366051,5.23409090843052,0.0,99.1642213993706,-100.482939294353,102.892873606319,-100.750235991273,0.0485635024309158,-0.0519205361139029,1,3,1,gen_2037_2.ElmSym
PSS2B_gen_2038_3,9.91825059708208,0.448491035627201,0.984476475557312,5,1,0.103889967058785,0,0,0.0202279548253864,0.154745997434948,0.0198170765163377,0.0,4.93554608826526,0.517683638050221,0.104478405192494,5.10692490357906,5.02780778636224,4.99792370968498,0.0,94.8194220893551,-99.376059233956,98.2950192877091,-99.3725008356851,0.0508967065066099,-0.0510801993031055,1,3,1,gen_2038_3.ElmSym
PSS2B_gen_2040_1,10.2095683165826,0.474338196282461,1.04431100538932,5,1,0.0961430272134021,0,0,0.0195786454547197,0.146275955128949,0.019938598420471,0.0,4.76299063488841,0.491273059160449,0.100104828034528,4.89278240990825,4.87322744517587,4.98662301292643,0.0,103.046825365908,-97.9340686982497,102.919860317465,-100.141253767535,0.051082024439238,-0.0515085651981644,1,3,1,gen_2040_1.ElmSym
PSS2B_gen_2041_2,9.59254657849669,0.440344119339064,1.00902750780806,5,1,0.104341866821051,0,0,0.020122503564693,0.151991945800837,0.0203804186778143,0.0,4.97467159829102,0.522618921869434,0.102442011111416,4.82693776348606,4.97111738217063,4.93927105516195,0.0,94.4901963479351,-96.9398740849458,99.6323498176876,-98.6037015267648,0.050964076067321,-0.0478869008948095,1,3,1,gen_2041_2.ElmSym
PSS2B_gen_2043_2,10.3014221540652,0.43446302786395,0.98376238537021,5,1,0.104566314173862,0,0,0.0204586959406734,0.151088507871609,0.019320484617725,0.0,5.21703731664456,0.501362328068353,0.100232535307296,5.03294337820262,5.07247070129961,4.96505120093934,0.0,102.087543627759,-98.2640564619563,98.1934713355266,-95.7460852158721,0.0524914241652004,-0.0523107405845076,1,3,1,gen_2043_2.ElmSym
PSS2B_gen_2044_3,9.93335772305727,0.472114722630009,1.01401146803983,5,1,0.104743889695965,0,0,0.0207804481238127,0.154218655773438,0.0195532854925841,0.0,4.80198902962729,0.499704562174156,0.104213600377552,5.21602409076877,4.91242722142488,4.96413835859858,0.0,101.024398052786,-101.203295342345,98.8639787083492,-99.824040332716,0.0517212893627584,-0.0501661151484586,1,3,1,gen_2044_3.ElmSym
PSS2B_gen_2045_4,10.4249399108812,0.44225750795491,0.986595614766702,5,1,0.103780761794187,0,0,0.019768504393287,0.153563683612738,0.0208186016371474,0.0,5.24801481771283,0.477777580358088,0.104184522680007,5.24361792067066,5.0280292420648,4.90382262552157,0.0,96.3203777091578,-101.453159645386,98.4264964977745,-97.2475636795163,0.0502727956348099,-0.0497118361410685,1,3,1,gen_2045_4.ElmSym
PSS2B_gen_2046_1,9.55945861712098,0.458625767687336,0.989081077789888,5,1,0.0962072995956987,0,0,0.0201519719464704,0.143223940716125,0.0194863426536322,0.0,4.95328061189502,0.494737495132722,0.103314783219248,5.08723622839898,5.13774588680826,5.22217346681282,0.0,100.14166941857,-101.00008012075,95.6994559299666,-98.2826495273039,0.0498069744836539,-0.0492597109195776,1,3,1,gen_2046_1.ElmSym
PSS2B_gen_2047_2,10.234877851326,0.464819557252899,0.986962336488068,5,1,0.101381992092356,0,0,0.0202243290860206,0.142610074763652,0.020058956081979,0.0,5.16417445754632,0.494478036952205,0.104395090369508,4.95324279903434,5.2138214870356,4.80622415523976,0.0,99.8503125742078,-97.7309817604255,100.946068794653,-101.389466469688,0.0487806422053836,-0.049927173058968,1,3,1,gen_2047_2.ElmSym
PSS2B_gen_2054_1,9.65881689172238,0.454132230990753,1.00362006551586,5,1,0.0980877235438675,0,0,0.0204055506587029,0.155557871719357,0.0207279954375699,0.0,5.03718840074725,0.491186514426954,0.0965485074976459,5.24333347100765,4.82474425202236,4.95918286405504,0.0,97.8214023367502,-97.9164640223142,96.9657858392224,-94.9795853475574,0.0487250939989462,-0.0500323031796142,1,3,1,gen_2054_1.ElmSym
PSS2B_gen_2055_2,9.66036554425955,0.461241591568664,0.983244543801993,5,1,0.0991949809249491,0,0,0.0193858397621661,0.153393340751063,0.0203155419137329,0.0,4.98095792904496,0.498924624104984,0.0997591911628842,4.94179752771743,4.88160333968699,4.76012995047495,0.0,101.148635461042,-101.317611888517,94.462361697061,-103.668077132246,0.0488842558232136,-0.0487662371736951,1,3,1,gen_2055_2.ElmSym
PSS2B_gen_2056_3,9.5822860840708,0.451980041032657,1.03078481238335,5,1,0.0977413789415732,0,0,0.0202764869472012,0.146318316527177,0.0204422307536006,0.0,5.1067101075314,0.485691282874905,0.104828239767812,4.95037460676394,4.799099677708,5.24448050162755,0.0,98.6839060597122,-101.244876032369,100.987475266401,-101.746011182154,0.052226806092076,-0.0502188767748885,1,3,1,gen_2056_3.ElmSym
PSS2B_gen_2057_4,9.96558194328099,0.439673165130615,0.950623734667897,5,1,0.103834877680056,0,0,0.0191044020680711,0.15720914432779,0.0194051316045225,0.0,5.11923380591907,0.524532634578645,0.100626175878569,5.062674600631,4.8434455068782,5.20411322894506,0.0,94.1271824398544,-101.751517214533,95.4284696835559,-95.1221070817206,0.0485426840255968,-0.0524882642412558,1,3,1,gen_2057_4.ElmSym
